Customer ID,Purchase Date,Product Category,Product Price,Customer Age,Gender,Quantity,Total Purchase Amount,Payment Method,Returns,Customer Name,Age,Churn
24053,2022-09-07,Books,86,53,Male,1,843,Credit Card,1.0,Jose Green,53,0
24053,2020-07-05,Electronics,364,53,Male,3,1008,Credit Card,0.0,Jose Green,53,0
24053,2022-01-11 10:56:31,Books,210,53,Male,2,4567,Credit Card,0.0,Jose Green,53,0
19676,2022-01-12 22:49:28,Clothing,304,57,Male,3,4869,PayPal,1.0,Linda Lee,57,0
19676,2021-06-26 23:49:18,Electronics,329,57,Male,1,3391,Cash,1.0,Linda Lee,57,0
19676,2022-06-30 06:11:14,Clothing,306,57,Male,4,1712,Credit Card,1.0,Linda Lee,57,0
19676,2020-04-20 14:08:25,Electronics,165,57,Male,5,603,Credit Card,0.0,Linda Lee,57,0
19676,2021-03-23 17:36:30,Electronics,218,57,Male,4,2866,PayPal,,Linda Lee,57,0
19917,2023-05-16 01:34:44,Clothing,392,34,Male,3,1378,Credit Card,,Joshua Davis,34,1
19917,2021-10-27 16:25:14,Clothing,238,34,Male,3,1760,Credit Card,,Joshua Davis,34,1
19917,2021-12-09 07:43:45,Books,174,34,Male,5,4517,Credit Card,,Joshua Davis,34,1
19917,2022-10-18 22:58:32,Electronics,41,34,Male,2,743,Cash,,Joshua Davis,34,1
16051,2021-08-20 23:25:47,Books,118,45,Male,2,3672,Cash,0.0,Ellen Kent,45,0
16051,2020-02-14 04:47:32,Clothing,14,45,Male,4,2733,PayPal,0.0,Ellen Kent,45,0
16051,2021-11-28 19:39:49,Home,424,45,Male,1,631,Cash,,Ellen Kent,45,0
16051,2020-10-30 10:38:20,Clothing,351,45,Male,5,716,PayPal,0.0,Ellen Kent,45,0
16051,2020-11-25 09:05:42,Clothing,89,45,Male,1,3577,PayPal,1.0,Ellen Kent,45,0
16051,2020-09-13 15:30:54,Home,287,45,Male,3,3908,Cash,0.0,Ellen Kent,45,0
16051,2021-08-29 21:13:00,Home,400,45,Male,3,4889,Cash,1.0,Ellen Kent,45,0
16051,2022-04-19 10:30:42,Clothing,22,45,Male,2,4490,Credit Card,1.0,Ellen Kent,45,0
16051,2020-05-31 20:52:21,Home,23,45,Male,1,3820,Credit Card,0.0,Ellen Kent,45,0
23734,2021-11-02 23:13:16,Clothing,14,18,Male,1,5020,Credit Card,1.0,Cheryl Espinoza,18,0
23734,2022-09-21 19:10:37,Electronics,75,18,Male,1,289,PayPal,0.0,Cheryl Espinoza,18,0
23734,2020-02-09 15:44:17,Books,283,18,Male,5,2673,Cash,0.0,Cheryl Espinoza,18,0
23734,2021-06-19 06:41:41,Clothing,31,18,Male,4,4894,Cash,1.0,Cheryl Espinoza,18,0
16921,2023-01-24 16:52:51,Books,51,54,Male,3,1881,PayPal,1.0,Cheyenne James,54,0
16921,2020-02-04 14:27:56,Clothing,350,54,Male,2,1752,Cash,1.0,Cheyenne James,54,0
16921,2021-01-07 00:04:25,Home,66,54,Male,1,2892,Cash,0.0,Cheyenne James,54,0
16921,2022-03-21 07:29:06,Home,47,54,Male,3,4714,PayPal,1.0,Cheyenne James,54,0
16921,2021-04-22 22:10:06,Electronics,500,54,Male,2,988,Cash,1.0,Cheyenne James,54,0
16921,2020-12-31 10:48:13,Home,249,54,Male,2,3171,Credit Card,1.0,Cheyenne James,54,0
7796,2022-09-16 13:46:21,Clothing,195,21,Male,1,3818,PayPal,1.0,Lisa Dennis,21,0
7796,2022-10-22 12:12:29,Electronics,145,21,Male,2,2134,PayPal,0.0,Lisa Dennis,21,0
7796,2020-11-12 20:33:11,Home,381,21,Male,3,368,Cash,1.0,Lisa Dennis,21,0
7796,2022-02-21 03:50:18,Clothing,169,21,Male,5,4986,PayPal,0.0,Lisa Dennis,21,0
21035,2022-09-03 16:41:38,Electronics,443,50,Female,2,1884,Credit Card,1.0,Peter Watson,50,1
21035,2021-06-15 06:53:41,Electronics,116,50,Female,3,2334,Credit Card,0.0,Peter Watson,50,1
21035,2021-08-22 14:09:50,Home,500,50,Female,1,698,Credit Card,1.0,Peter Watson,50,1
21035,2020-11-28 15:28:29,Home,249,50,Female,1,2925,Credit Card,0.0,Peter Watson,50,1
21035,2020-03-15 18:45:02,Books,112,50,Female,4,793,PayPal,0.0,Peter Watson,50,1
21035,2021-01-27 18:26:00,Electronics,457,50,Female,2,2919,PayPal,1.0,Peter Watson,50,1
21035,2023-09-09 18:11:30,Home,237,50,Female,2,1088,Cash,1.0,Peter Watson,50,1
37125,2021-06-08 15:13:38,Electronics,207,24,Female,5,783,Credit Card,,Terry Campos,24,0
37125,2022-08-23 18:10:45,Electronics,311,24,Female,2,2992,Cash,0.0,Terry Campos,24,0
37125,2022-11-30 07:04:02,Home,158,24,Female,4,1047,Cash,0.0,Terry Campos,24,0
41840,2022-09-16 18:06:54,Clothing,10,48,Male,5,3540,Credit Card,0.0,Ronald Berger,48,0
41840,2023-05-14 09:50:32,Home,418,48,Male,4,1599,Credit Card,,Ronald Berger,48,0
41840,2021-05-10 15:05:57,Electronics,298,48,Male,3,1837,Cash,1.0,Ronald Berger,48,0
41840,2021-04-15 14:31:43,Home,389,48,Male,3,907,Cash,0.0,Ronald Berger,48,0
41840,2022-09-11 22:15:13,Electronics,251,48,Male,3,2525,PayPal,0.0,Ronald Berger,48,0
41840,2022-06-07 12:58:05,Clothing,72,48,Male,2,869,Credit Card,0.0,Ronald Berger,48,0
41840,2021-11-12 13:57:32,Electronics,277,48,Male,5,3975,PayPal,0.0,Ronald Berger,48,0
41840,2021-02-19 22:03:54,Home,431,48,Male,2,4053,Cash,0.0,Ronald Berger,48,0
41840,2023-09-09 01:02:31,Home,369,48,Male,5,1231,Cash,,Ronald Berger,48,0
41840,2021-01-22 06:49:01,Clothing,137,48,Male,1,993,Cash,1.0,Ronald Berger,48,0
2642,2021-05-04 02:04:33,Books,20,67,Female,5,5089,Cash,0.0,Ian Kelley,67,0
2642,2020-05-18 13:08:21,Clothing,179,67,Female,4,4108,Cash,0.0,Ian Kelley,67,0
2642,2020-08-06 02:42:15,Books,77,67,Female,1,396,Cash,0.0,Ian Kelley,67,0
2642,2022-03-18 18:13:30,Clothing,67,67,Female,3,2261,Cash,1.0,Ian Kelley,67,0
2642,2021-08-24 15:36:26,Home,387,67,Female,2,2958,Credit Card,1.0,Ian Kelley,67,0
1254,2023-08-15 03:19:09,Home,476,70,Male,1,1687,Cash,1.0,Mr. David Morgan,70,0
1254,2023-03-21 20:00:08,Home,413,70,Male,5,3742,Cash,0.0,Mr. David Morgan,70,0
13389,2023-08-25 14:40:38,Books,408,51,Male,1,3926,Credit Card,,Monica Ramos,51,0
13389,2021-09-30 00:26:27,Books,296,51,Male,3,4554,Cash,1.0,Monica Ramos,51,0
13389,2023-02-10 04:59:29,Clothing,312,51,Male,2,4477,PayPal,1.0,Monica Ramos,51,0
13389,2020-11-02 19:00:37,Books,68,51,Male,4,948,PayPal,1.0,Monica Ramos,51,0
13389,2022-07-14 10:10:33,Electronics,222,51,Male,2,1731,Cash,,Monica Ramos,51,0
13389,2020-07-31 06:33:37,Clothing,436,51,Male,3,5025,PayPal,1.0,Monica Ramos,51,0
13389,2023-06-02 00:07:15,Books,40,51,Male,2,2341,Credit Card,1.0,Monica Ramos,51,0
13389,2023-04-17 16:26:40,Home,495,51,Male,4,1176,Credit Card,0.0,Monica Ramos,51,0
13389,2022-10-01 09:48:40,Home,165,51,Male,2,1664,Cash,0.0,Monica Ramos,51,0
24473,2021-01-10 07:40:42,Clothing,59,38,Female,3,1147,Credit Card,0.0,Nicole Lewis,38,0
24473,2020-05-29 23:54:54,Electronics,474,38,Female,3,4609,PayPal,0.0,Nicole Lewis,38,0
24473,2021-09-06 16:46:07,Books,462,38,Female,1,4042,Credit Card,1.0,Nicole Lewis,38,0
24473,2023-05-22 23:47:39,Home,436,38,Female,3,1755,PayPal,1.0,Nicole Lewis,38,0
24473,2021-10-28 16:22:49,Clothing,128,38,Female,4,1132,Credit Card,1.0,Nicole Lewis,38,0
11230,2020-12-11 02:42:16,Home,219,23,Male,2,2628,Credit Card,0.0,Rebecca Boyer,23,0
11230,2021-04-21 17:47:10,Electronics,296,23,Male,5,2232,PayPal,1.0,Rebecca Boyer,23,0
11230,2020-04-29 06:31:29,Clothing,164,23,Male,2,4402,Credit Card,0.0,Rebecca Boyer,23,0
11230,2021-03-19 13:44:16,Books,17,23,Male,4,3658,Cash,0.0,Rebecca Boyer,23,0
11230,2021-11-22 13:21:29,Home,387,23,Male,2,4071,Credit Card,1.0,Rebecca Boyer,23,0
11230,2023-07-08 09:56:09,Clothing,37,23,Male,3,579,Cash,,Rebecca Boyer,23,0
24741,2022-07-23 10:50:27,Home,369,50,Female,1,3026,PayPal,1.0,Steven Mcmillan,50,0
24741,2022-06-05 02:09:39,Electronics,87,50,Female,4,688,Cash,1.0,Steven Mcmillan,50,0
24741,2022-10-08 19:22:53,Electronics,230,50,Female,3,2080,PayPal,,Steven Mcmillan,50,0
24741,2021-12-12 08:53:00,Home,193,50,Female,4,3730,Credit Card,0.0,Steven Mcmillan,50,0
24741,2020-07-31 02:27:47,Books,149,50,Female,2,1377,Cash,0.0,Steven Mcmillan,50,0
24741,2020-06-21 15:04:10,Books,385,50,Female,4,5083,Cash,,Steven Mcmillan,50,0
10191,2022-02-19 19:43:15,Electronics,229,66,Male,5,3553,PayPal,1.0,Walter Griffin,66,0
10191,2021-02-08 03:02:36,Home,205,66,Male,1,2333,Credit Card,1.0,Walter Griffin,66,0
10191,2023-02-18 02:33:29,Home,485,66,Male,5,1050,PayPal,,Walter Griffin,66,0
10191,2021-12-07 05:36:53,Books,498,66,Male,4,705,Cash,0.0,Walter Griffin,66,0
10191,2021-05-01 06:30:13,Home,334,66,Male,3,2542,Cash,0.0,Walter Griffin,66,0
10191,2021-12-20 15:38:20,Electronics,118,66,Male,2,2304,Credit Card,1.0,Walter Griffin,66,0
10191,2020-07-15 10:22:40,Books,285,66,Male,3,5091,Credit Card,0.0,Walter Griffin,66,0
10191,2021-06-01 15:17:24,Electronics,76,66,Male,1,3306,Credit Card,1.0,Walter Griffin,66,0
10191,2021-08-31 18:50:02,Electronics,157,66,Male,1,4382,Credit Card,,Walter Griffin,66,0
10191,2020-06-26 01:12:36,Books,202,66,Male,5,3290,Credit Card,1.0,Walter Griffin,66,0
10191,2022-09-12 11:50:25,Books,291,66,Male,3,4776,PayPal,0.0,Walter Griffin,66,0
6829,2020-02-04 20:12:13,Home,161,43,Male,3,4323,Cash,0.0,Chelsea Williams,43,0
6829,2020-06-24 01:56:57,Home,418,43,Male,1,3785,Credit Card,0.0,Chelsea Williams,43,0
6829,2020-08-01 18:26:47,Books,151,43,Male,3,980,Credit Card,1.0,Chelsea Williams,43,0
6829,2020-09-15 16:26:04,Home,127,43,Male,3,3219,PayPal,1.0,Chelsea Williams,43,0
16825,2020-07-21 03:33:11,Clothing,489,37,Male,1,3184,Credit Card,0.0,Melissa Cabrera,37,1
16825,2022-11-14 02:19:09,Clothing,420,37,Male,2,969,Cash,1.0,Melissa Cabrera,37,1
16825,2021-04-19 16:20:11,Books,395,37,Male,3,3487,Cash,1.0,Melissa Cabrera,37,1
16825,2023-03-18 15:00:57,Books,227,37,Male,2,3400,Cash,0.0,Melissa Cabrera,37,1
16825,2021-08-16 17:56:13,Clothing,166,37,Male,4,1379,PayPal,0.0,Melissa Cabrera,37,1
18467,2022-08-18 05:00:40,Clothing,115,23,Male,5,1589,Credit Card,0.0,Terri Carter,23,0
18467,2020-12-15 06:02:10,Home,63,23,Male,2,4519,PayPal,,Terri Carter,23,0
18467,2023-02-28 19:23:04,Clothing,50,23,Male,1,551,PayPal,1.0,Terri Carter,23,0
18467,2020-12-10 06:12:48,Clothing,459,23,Male,5,1735,PayPal,1.0,Terri Carter,23,0
18467,2022-03-30 08:22:56,Home,192,23,Male,5,1109,PayPal,0.0,Terri Carter,23,0
18467,2021-04-06 14:50:44,Books,219,23,Male,4,3977,PayPal,1.0,Terri Carter,23,0
18467,2023-05-09 02:20:01,Electronics,92,23,Male,4,3660,PayPal,0.0,Terri Carter,23,0
18467,2020-01-03 15:16:40,Books,197,23,Male,5,3178,Credit Card,0.0,Terri Carter,23,0
18467,2022-06-30 21:43:12,Home,451,23,Male,2,1834,PayPal,0.0,Terri Carter,23,0
34857,2021-01-10 09:21:30,Books,120,57,Male,3,5279,Credit Card,,Alexander Morse,57,1
34857,2021-06-13 00:59:06,Home,104,57,Male,2,3319,Credit Card,0.0,Alexander Morse,57,1
34857,2021-09-03 07:26:30,Books,252,57,Male,4,1038,Cash,0.0,Alexander Morse,57,1
34857,2023-02-06 19:10:18,Electronics,284,57,Male,4,402,PayPal,0.0,Alexander Morse,57,1
34857,2023-06-14 04:11:23,Books,60,57,Male,2,1383,Credit Card,1.0,Alexander Morse,57,1
34857,2021-10-28 03:17:36,Electronics,147,57,Male,4,992,Credit Card,0.0,Alexander Morse,57,1
34857,2021-01-23 23:31:16,Clothing,261,57,Male,2,2408,Credit Card,0.0,Alexander Morse,57,1
34857,2021-08-26 10:29:35,Books,137,57,Male,2,2428,Cash,0.0,Alexander Morse,57,1
21801,2022-09-04 07:50:36,Electronics,179,19,Female,3,676,Credit Card,1.0,Anne Leblanc,19,0
21801,2022-08-05 05:58:41,Electronics,266,19,Female,1,1337,Cash,,Anne Leblanc,19,0
21801,2021-06-01 22:42:46,Electronics,228,19,Female,4,3988,PayPal,0.0,Anne Leblanc,19,0
21801,2021-03-30 00:58:09,Clothing,290,19,Female,5,246,Cash,0.0,Anne Leblanc,19,0
11769,2023-04-01 14:48:10,Clothing,231,65,Male,4,1054,Credit Card,0.0,John Jones,65,0
11769,2021-11-23 17:33:03,Clothing,51,65,Male,4,2187,Credit Card,,John Jones,65,0
22193,2022-01-15 20:04:47,Electronics,387,27,Male,5,3920,Cash,0.0,Kyle Smith,27,0
22193,2021-07-03 11:17:02,Home,116,27,Male,1,1422,Cash,0.0,Kyle Smith,27,0
22193,2023-01-11 09:32:46,Clothing,210,27,Male,4,3215,Credit Card,0.0,Kyle Smith,27,0
22193,2020-05-10 12:58:20,Electronics,94,27,Male,4,3764,PayPal,1.0,Kyle Smith,27,0
22193,2021-04-02 15:08:26,Electronics,224,27,Male,4,2130,Cash,0.0,Kyle Smith,27,0
7340,2023-07-04 11:47:53,Books,496,35,Male,3,4224,Credit Card,,Kim Mcdonald,35,1
7340,2020-11-13 14:31:24,Home,121,35,Male,4,1812,PayPal,0.0,Kim Mcdonald,35,1
7340,2021-02-11 10:14:28,Clothing,214,35,Male,4,407,Credit Card,0.0,Kim Mcdonald,35,1
7340,2021-12-17 11:12:01,Electronics,352,35,Male,5,4912,Cash,,Kim Mcdonald,35,1
7340,2022-06-01 02:03:22,Electronics,346,35,Male,3,2165,Credit Card,1.0,Kim Mcdonald,35,1
7340,2022-12-04 13:16:26,Home,255,35,Male,1,306,PayPal,0.0,Kim Mcdonald,35,1
31538,2023-01-19 12:39:13,Home,341,37,Male,4,4847,Cash,0.0,Joshua Maynard,37,0
31538,2020-09-28 06:16:46,Electronics,255,37,Male,1,3160,Cash,1.0,Joshua Maynard,37,0
31538,2020-06-01 09:23:47,Clothing,499,37,Male,4,4477,Cash,1.0,Joshua Maynard,37,0
31538,2023-04-18 11:01:35,Books,180,37,Male,2,4994,Cash,1.0,Joshua Maynard,37,0
31538,2020-07-07 18:53:53,Home,233,37,Male,3,3362,PayPal,0.0,Joshua Maynard,37,0
31538,2023-02-17 22:16:30,Home,491,37,Male,4,1475,PayPal,0.0,Joshua Maynard,37,0
31538,2022-05-21 11:33:01,Books,224,37,Male,4,3440,PayPal,0.0,Joshua Maynard,37,0
33511,2023-06-07 14:18:27,Books,333,56,Male,5,4456,Credit Card,1.0,Kathleen Brown,56,1
33511,2021-12-25 13:07:57,Electronics,144,56,Male,1,3877,Cash,,Kathleen Brown,56,1
33511,2020-01-22 02:18:08,Books,139,56,Male,2,744,Credit Card,0.0,Kathleen Brown,56,1
33511,2022-08-04 04:34:32,Clothing,28,56,Male,1,3579,Credit Card,1.0,Kathleen Brown,56,1
33511,2022-02-27 08:07:46,Electronics,467,56,Male,4,3142,Cash,0.0,Kathleen Brown,56,1
33511,2021-01-18 03:27:47,Electronics,229,56,Male,3,4086,PayPal,1.0,Kathleen Brown,56,1
33511,2023-07-13 15:52:51,Books,66,56,Male,3,2273,Credit Card,0.0,Kathleen Brown,56,1
5952,2022-11-07 08:11:24,Home,107,55,Male,3,1192,Credit Card,1.0,Elizabeth Ingram,55,0
5952,2023-02-07 23:39:01,Electronics,75,55,Male,2,1947,PayPal,0.0,Elizabeth Ingram,55,0
5952,2022-09-08 20:55:05,Electronics,220,55,Male,4,2840,Cash,0.0,Elizabeth Ingram,55,0
5952,2020-10-02 15:35:18,Electronics,19,55,Male,2,1354,PayPal,,Elizabeth Ingram,55,0
5952,2021-03-11 11:03:12,Home,219,55,Male,2,4129,Credit Card,1.0,Elizabeth Ingram,55,0
48449,2022-01-17 11:51:38,Home,218,31,Male,1,2725,Cash,0.0,Mrs. Stacy Brown DDS,31,0
48449,2022-08-01 20:33:25,Clothing,71,31,Male,5,4657,PayPal,,Mrs. Stacy Brown DDS,31,0
48449,2020-01-22 18:17:53,Clothing,57,31,Male,2,3574,Credit Card,1.0,Mrs. Stacy Brown DDS,31,0
48449,2020-10-18 18:03:37,Clothing,278,31,Male,4,4938,Cash,1.0,Mrs. Stacy Brown DDS,31,0
48449,2020-06-17 22:06:22,Electronics,127,31,Male,1,958,Cash,1.0,Mrs. Stacy Brown DDS,31,0
48449,2021-04-22 10:42:58,Electronics,91,31,Male,3,1899,Credit Card,1.0,Mrs. Stacy Brown DDS,31,0
17203,2023-01-21 01:04:23,Electronics,259,62,Male,3,3809,Credit Card,0.0,James Roberson,62,0
17203,2021-09-27 02:47:26,Clothing,495,62,Male,4,3057,Cash,1.0,James Roberson,62,0
17203,2022-07-03 11:24:27,Home,160,62,Male,4,5300,Cash,0.0,James Roberson,62,0
17203,2022-05-10 04:56:09,Books,83,62,Male,2,1952,Credit Card,,James Roberson,62,0
17203,2023-06-13 07:26:18,Home,445,62,Male,1,3218,PayPal,1.0,James Roberson,62,0
17203,2023-08-10 14:48:00,Clothing,400,62,Male,4,4683,PayPal,0.0,James Roberson,62,0
2695,2022-08-02 07:44:13,Home,78,45,Female,2,4036,PayPal,0.0,Andrea Ross,45,0
2695,2020-12-19 19:10:15,Books,220,45,Female,5,3629,PayPal,,Andrea Ross,45,0
2695,2022-03-28 19:40:03,Books,88,45,Female,4,3438,PayPal,1.0,Andrea Ross,45,0
2695,2021-09-15 13:05:21,Books,398,45,Female,4,1999,Cash,1.0,Andrea Ross,45,0
2695,2022-03-29 01:01:47,Clothing,232,45,Female,4,2444,Credit Card,1.0,Andrea Ross,45,0
2695,2021-04-15 02:09:02,Home,306,45,Female,5,650,Cash,0.0,Andrea Ross,45,0
2695,2020-09-02 08:58:17,Books,336,45,Female,5,3190,Credit Card,0.0,Andrea Ross,45,0
2695,2023-08-17 14:08:58,Electronics,294,45,Female,3,953,PayPal,1.0,Andrea Ross,45,0
15079,2021-07-04 19:01:46,Home,281,24,Male,1,4685,Cash,0.0,Christine Stanton,24,0
15079,2020-11-18 15:48:27,Electronics,413,24,Male,4,3445,Cash,1.0,Christine Stanton,24,0
15079,2023-09-13 13:37:13,Electronics,121,24,Male,5,3209,PayPal,,Christine Stanton,24,0
15079,2022-12-03 02:35:07,Electronics,490,24,Male,2,2103,Credit Card,,Christine Stanton,24,0
15079,2020-07-08 07:54:43,Home,140,24,Male,4,2618,Credit Card,1.0,Christine Stanton,24,0
15079,2020-04-22 15:36:03,Books,179,24,Male,4,5051,Cash,1.0,Christine Stanton,24,0
15079,2021-01-23 14:59:07,Books,256,24,Male,1,2322,Credit Card,,Christine Stanton,24,0
21450,2021-11-02 16:11:47,Books,269,39,Female,4,2370,PayPal,0.0,Christopher Barber,39,1
21450,2020-12-16 04:22:00,Books,498,39,Female,1,5132,Credit Card,1.0,Christopher Barber,39,1
21450,2022-11-16 18:04:35,Electronics,174,39,Female,2,663,Credit Card,,Christopher Barber,39,1
21450,2021-01-20 02:29:34,Books,470,39,Female,1,4846,PayPal,1.0,Christopher Barber,39,1
21450,2021-10-06 12:43:11,Books,72,39,Female,4,4038,Credit Card,1.0,Christopher Barber,39,1
21450,2022-06-02 08:00:54,Home,267,39,Female,5,4134,Cash,0.0,Christopher Barber,39,1
21450,2023-06-14 09:39:28,Home,115,39,Female,4,1310,Credit Card,0.0,Christopher Barber,39,1
11738,2021-10-02 22:26:22,Home,73,64,Male,2,4855,PayPal,0.0,Cynthia Taylor,64,0
11738,2021-10-23 10:46:25,Clothing,208,64,Male,4,2119,Cash,0.0,Cynthia Taylor,64,0
11738,2023-09-06 05:54:57,Books,131,64,Male,4,412,Credit Card,1.0,Cynthia Taylor,64,0
11738,2023-09-01 03:48:33,Clothing,102,64,Male,1,3927,PayPal,1.0,Cynthia Taylor,64,0
15595,2020-10-06 23:29:14,Books,166,40,Male,3,4845,Cash,0.0,Stephen Hughes,40,0
15595,2021-06-24 03:57:02,Electronics,301,40,Male,3,2816,Credit Card,1.0,Stephen Hughes,40,0
15595,2022-02-13 15:52:36,Home,372,40,Male,2,2514,Cash,0.0,Stephen Hughes,40,0
15595,2020-01-06 05:50:22,Clothing,314,40,Male,4,3740,Cash,1.0,Stephen Hughes,40,0
15595,2022-03-24 18:11:18,Books,356,40,Male,3,2008,Cash,0.0,Stephen Hughes,40,0
15595,2022-10-08 04:16:33,Books,452,40,Male,5,4409,Cash,0.0,Stephen Hughes,40,0
15595,2020-05-21 08:13:28,Books,389,40,Male,5,3028,Credit Card,0.0,Stephen Hughes,40,0
44311,2022-11-04 14:58:32,Books,413,49,Female,2,4641,Cash,0.0,Lauren Torres,49,1
44311,2020-08-26 08:17:22,Clothing,147,49,Female,3,4967,Credit Card,0.0,Lauren Torres,49,1
44311,2023-03-12 22:26:42,Home,384,49,Female,3,2725,Cash,0.0,Lauren Torres,49,1
44311,2021-09-28 13:11:31,Home,427,49,Female,2,3013,Cash,0.0,Lauren Torres,49,1
44311,2020-01-11 07:00:54,Books,83,49,Female,3,979,PayPal,1.0,Lauren Torres,49,1
44311,2022-06-07 15:16:37,Electronics,487,49,Female,3,4630,Credit Card,,Lauren Torres,49,1
44311,2022-10-02 16:14:25,Books,260,49,Female,4,3869,PayPal,1.0,Lauren Torres,49,1
44311,2022-08-07 09:14:18,Books,362,49,Female,4,4516,PayPal,0.0,Lauren Torres,49,1
31852,2020-02-02 22:44:04,Books,446,70,Male,2,1685,PayPal,1.0,Amber Watson,70,1
31852,2022-05-28 20:20:41,Electronics,407,70,Male,2,1265,Cash,1.0,Amber Watson,70,1
31852,2022-07-30 16:14:55,Home,319,70,Male,4,4252,PayPal,1.0,Amber Watson,70,1
46881,2022-09-24 13:51:36,Electronics,455,40,Male,2,2574,Credit Card,1.0,Matthew Navarro,40,0
46881,2020-08-08 21:56:44,Electronics,299,40,Male,1,4362,PayPal,1.0,Matthew Navarro,40,0
46881,2022-07-05 03:46:01,Clothing,120,40,Male,4,3856,Credit Card,0.0,Matthew Navarro,40,0
46881,2022-09-13 10:31:53,Home,123,40,Male,1,2512,Credit Card,1.0,Matthew Navarro,40,0
46881,2021-09-11 19:04:43,Electronics,148,40,Male,5,3838,Credit Card,0.0,Matthew Navarro,40,0
14652,2022-05-17 01:33:45,Clothing,377,31,Female,3,3768,Cash,0.0,George Johnson Jr.,31,0
14652,2022-02-23 23:19:00,Home,97,31,Female,1,1416,Credit Card,0.0,George Johnson Jr.,31,0
14652,2022-02-01 11:39:50,Clothing,498,31,Female,2,3245,Credit Card,,George Johnson Jr.,31,0
14652,2020-04-07 08:17:29,Clothing,94,31,Female,1,2406,Cash,1.0,George Johnson Jr.,31,0
14652,2020-10-01 00:21:57,Clothing,213,31,Female,2,3064,PayPal,0.0,George Johnson Jr.,31,0
14652,2021-05-09 20:16:01,Books,320,31,Female,5,2185,Credit Card,1.0,George Johnson Jr.,31,0
14652,2020-08-04 19:22:46,Books,449,31,Female,2,1786,PayPal,1.0,George Johnson Jr.,31,0
14652,2021-04-05 23:01:14,Clothing,325,31,Female,5,3049,Credit Card,1.0,George Johnson Jr.,31,0
14652,2021-03-12 06:47:18,Electronics,273,31,Female,5,2333,Credit Card,0.0,George Johnson Jr.,31,0
14652,2022-09-15 00:44:45,Clothing,421,31,Female,4,4565,PayPal,1.0,George Johnson Jr.,31,0
14652,2021-05-25 22:52:10,Home,381,31,Female,3,244,Cash,1.0,George Johnson Jr.,31,0
